player_id	EFscore	RAA	Wins	series_id
MD Shanaka	0.017647158541888697	-84.43848032615033	-0.2703273065241898	ipl2026
RA Bawa	0.017297473221573156	4.812826775383456	0.015408123096620725	ipl2026
JM Sharma	0.016871620969361196	-152.315440978451	-0.4876333958487536	ipl2026
UM Patel	0.015943216137812875	-79.68978742768411	-0.2551245061446173	ipl2026
MK Pandey	0.015763229879639677	10.374346449233101	0.03321316444513795	ipl2026
TA Boult	0.01520865803868383	-110.37434644923306	-0.35336021763703457	ipl2026
SH Johnson	0.014515627014760078	-73.18717322461652	-0.23430657839305866	ipl2026
JG Bethell	0.014279800276751792	-113.6897874276841	-0.36397450422986216	ipl2026
SS Mishra	0.013938790072076322	2.6256535507668985	0.008405952469808629	ipl2026
SB Dubey	0.013391404257039871	-38.2513071015338	-0.1224604324929432	ipl2026
Yash Thakur	0.013343389561428233	10.625653550766906	0.03401771672516039	ipl2026
Harpreet Brar	0.01330779396487282	5.625653550766913	0.018010364065565578	ipl2026
AU Verma	0.013078163437189774	-40.2513071015338	-0.12886337355678112	ipl2026
KA Jamieson	0.012480699592926237	-48.187173224616544	-0.15426981509508456	ipl2026
MJ Suthar	0.012397350399513085	-6.374346449233087	-0.020407282317462035	ipl2026
MW Short	0.012147064502152515	-67.43848032615033	-0.21590230748156733	ipl2026
Vishnu Vinod	0.012124607062669226	14.999999999999996	0.048022057978784505	ipl2026
DA Payne	0.012072530965170442	-3.3743464492331015	-0.010802870721705177	ipl2026
Abhinandan Singh	0.011881799053365543	-30.56151967384963	-0.09784180464649136	ipl2026
SO Hetmyer	0.010914451561830305	-100.87696065230065	-0.32295461687788973	ipl2026
V Nigam	0.010910613950000847	-65.18717322461653	-0.20869481413770696	ipl2026
N Sindhu	0.010810256203520802	-86.06413387691728	-0.2755317884620796	ipl2026
GD Phillips	0.010262518290034476	-52.25130710153381	-0.1672810199398088	ipl2026
LH Ferguson	0.009581000753951699	-107.18717322461656	-0.3431565764783037	ipl2026
GF Linde	0.00934033173931216	-83.62565355076691	-0.26772506555524506	ipl2026
N Wadhera	0.00905153816466182	-113.87696065230068	-0.3645737337928364	ipl2026
RS Sharma	0.008794127640227625	-100.18717322461654	-0.3207462827548709	ipl2026
AS Tendulkar	0.008515145077133817	-1.1871732246165578	-0.0038007000948931274	ipl2026
MP Yadav	0.008386536695167965	-201.81282677538343	-0.6460978178846573	ipl2026
Auqib Nabi	0.00791945037797888	-158.81282677538343	-0.5084345850121417	ipl2026
M Shahrukh Khan	0.007841386929303808	-49.43848032615035	-0.15827583790702596	ipl2026
MJ Henry	0.007741234567340176	-121.99999999999999	-0.390579404894114	ipl2026
D Madushanka	0.006780180419525985	-2.1871732246165436	-0.00700217062681205	ipl2026
SU Parakh	0.006600445975604398	-73.2513071015338	-0.23451190111010706	ipl2026
R Sai Kishore	0.006381671434606805	-16.187173224616544	-0.051822758073677595	ipl2026
HV Patel	0.005988505053799245	-195.62565355076688	-0.6262897651301693	ipl2026
Akshat Raghuwanshi	0.005738039898835907	-30.625653550766906	-0.09804712736353974	ipl2026
Krish Bhagat	0.00549706756868833	-82.81282677538343	-0.2651228245863001	ipl2026
RS Ghosh	0.004986933241402328	5.812826775383449	0.01860959362853967	ipl2026
BJ Dwarshuis	0.004787829941842519	-16.187173224616547	-0.05182275807367761	ipl2026
AA Kulkarni	0.004414988911668265	-42.6256535507669	-0.13646477374656732	ipl2026
LS Livingstone	0.003896468954326437	-44.6256535507669	-0.14286771481040528	ipl2026
K Kushagra	0.0038253382459675217	-11.812826775383446	-0.03781841682005346	ipl2026
KK Nair	0.003275326829925258	-41.625653550766884	-0.13326330321464833	ipl2026
R Smaran	0.0031422593573679977	-70.43848032615034	-0.22550671907732425	ipl2026
A Nortje	0.0023855470737266997	-61.812826775383456	-0.1978919434160019	ipl2026
T Dahiya	0.0020907018666970647	-47.6256535507669	-0.15247212640616217	ipl2026
TL Seifert	0.0020633530965286466	-70.43848032615034	-0.22550671907732425	ipl2026
PVD Chameera	0.0018211760034452637	-18.0	-0.057626469574541414	ipl2026
AF Milne	0.0016850053680909386	-31.999999999999996	-0.10244705702140695	ipl2026
RD Chahar	0.001577631386669556	-45.0	-0.14406617393635354	ipl2026
M Markande	0.0015252840954579304	-75.0	-0.24011028989392258	ipl2026
M Pathirana	0.0012778446056307664	-7.0	-0.022410293723432773	ipl2026
LG Pretorius	0.0010841649975383326	-22.812826775383446	-0.07303459267116211	ipl2026
K Khejroliya	0.0009799290202930017	-27.999999999999993	-0.08964117489373107	ipl2026
NA Saini	0.0008845954231857502	-36.0	-0.11525293914908283	ipl2026
R Minz	0.0007559780553311806	-23.81282677538345	-0.07623606320308109	ipl2026
T Vijay	0.0007284608935359561	-28.999999999999993	-0.09284264542565004	ipl2026
Ravi Singh	0.0003320722936526713	-25.81282677538345	-0.08263900426691902	ipl2026
DV Malewar	0.0002514637000231198	-57.6256535507669	-0.18448683172535185	ipl2026
